"","(15Z)-Tetracosenoic acid","(5-L-Glutamyl)-L-glutamine","1-4-beta-D-Xylan","10(S)17(S)-DiHDHA/protectin D1","11-HETE","12(S)-HETE","15(S)-HETE","2-Oxoglutaramate","2-Oxoglutarate","3',5'-Cyclic IMP","3-Methyleneoxindole","4-Acetamidobutanoate","4-Pyridoxate","5'-Phosphoribosyl-N-formylglycinamide","5-6-Dihydrothymine","5-Guanidino-2-oxopentanoate","5-Hydroxyindoleacetate","5-Hydroxyisourate","5-Oxoproline","5(S)-HETE","acetyl-carnitine","Acetylcholine","acyl-C12 (O-dodecanoyl-carnitine)","acyl-C12:1 (O-dodecenoyl-carnitine)","acyl-C14 (O-tetradecanoyl-L-carnitine)","acyl-C14:1 (Tetradecenoyl Carnitine)","acyl-C16 (L-Palmitoylcarnitine)","acyl-C16:1 (Hexadecenoyl-carnitine)","acyl-C18 (Octadecanoyl-L-carnitine)","acyl-C18:1 (O-octadecenoyl-L-carnitine)","acyl-C18:2","acyl-C4-DC","acyl-C5","acyl-C5-OH","acyl-C5:1","Adenine","Adenosine","Alanine","Allantoate","AMP","Anthranilate","Arginine","Ascorbate","Asparagine","Aspartate","butanoyl-l-carnitine","Chenodeoxycholic acid","Cholic acid","Choline","Citrate","Creatine","Creatinine","Cys-Gly","Cysteine","Cystine","D-Arabitol","D-Glucono-1-5-lactone 6-phosphate","D-Glucose","D-Rhamnose","D-Ribose","Decanoic acid (caprate)","Dehydroascorbate","Deoxycholic acid","DiHOME","Dihomo-g-Linolenic acid/eicosatrienoic acid","Dimethylglycine","Diphosphate","Docosahexaenoic acid","Docosapentaenoic acid","Dodecanedioic acid","Dodecanoic acid","Dopamine","Ectoine","EpOME/HODE","Fumarate","gamma-Glutamyl-Se-methylselenocysteine","gamma-L-Glutamyl-D-alanine","Glutamate","Glutamine","Glycerol 3-phosphate","Glycine","Glycochenodeoxycholic acid","Glycocholic acid","Guanidinoacetate","Guanine","HEPE/oxoETE","Heptanoic acid","Hexadecanoic acid","Hexadecenoic acid","Hexanoic acid (caproate)","hexanoyl-L-carnitine","Hexose phosphate","Histidine","HOTrE/oxoODE","Hypoxanthine","Icosapentaenoic acid","Icosatetraenoic acid","IDP","Indole","Indole-3-acetaldehyde","Indole-3-acetate","kynurenine","L-Adrenaline","L-Arabinose","L-Carnitine","L-Citrulline","L-Methionine S-oxide","L-octanoylcarnitine","Lactate","Leucine/isoleucine","Leukotriene B4/PGA1/PGB1","Linoleate","LPA_16:0","LPA_16:1","LPA_18:2","LPA_20:4","Lysine","Lysophosphatidic Acid","Lysophosphatidylinositol","Malate","Maltose","Mannitol","Methionine","N-Acetylneuraminate","N-Acetylornithine","N-formyl kynurenine","Nonanoic acid (pelargonate)","O-Decanoyl-L-carnitine","O-Decenoyl-L-carnitine","Octadecanoic acid","Octadecatrienoic acid","Octadecenoic acid (Oleic acid)","Octanoic acid (caprylate)","octenoyl-l-carnitine","Ornithine","Oxaloacetate","Pantothenate","Phenylalanine","Phosphate","Picolinic acid","Proline","propionyl-carnitine","Prostaglandin A2/B2/J2","Prostaglandin A3/B3","Pyridoxal","Pyridoxamine 5'-phosphate","Pyruvate","quinolinic acid","Resolvin D1/D2","S-Adenosyl-L-homocysteine","Serine","Sphinganine 1-phosphate","Sphingosine","Sphingosine 1-phosphate","Stearidonic acid","Succinate","Taurine","Taurochenodeoxycholic acid","Taurocholic acid","Taurodeoxycholic acid","Taurolithocholic acid","Tauroursodeoxycholic acid","Tetradecanoic acid","Threonine","Thymidine","trans-4-Hydroxy-L-proline","Tryptophan","Tyrosine","UDP","UMP","Urate","Ursodeoxycholic acid","Valine","Xanthine"
"HTP0343B",342536.8899,47090.94554,108889.7051,1785.996417,12879.99049,4223.583178,1982.801646,45545.97391,46852.47389,29582830.44,1122394.507,38301.74551,16919.48304,824.8031172,565603.1343,3377852.351,182705.8714,295988.4912,1793613.147,3664.556918,5497266.431,805527.9142,158701.9137,251840.2896,77768.22349,133344.9107,773171.8702,75463.28696,189077.5972,1365335.829,21105.94863,21862.53985,127460.894,16195.18137,9890.121439,67728.80461,38390.90147,7072234.372,257472.8864,2594.791756,212968.5824,2199748.738,20295.59728,378700.9158,475566.3071,142877.6784,105699.6657,15463.2584,5030636.06,1782165.895,1733633.135,6084924.726,40212.72849,76036.12095,338324.7601,14888.68838,10254.83417,3145491.263,133929.8953,66447.36128,115142.0729,84489.37315,130817.5018,29881.94126,269718.7656,323739.8324,8226.538396,651393.3327,18082.61459,14713.03295,129720.806,3487.480539,259604.8535,29260.28296,57962.84579,36399.31476,104995.5425,443405.7002,8498132.658,4306.543242,1922397.899,2462672.773,1119499.3,177910.0934,30011.83095,762.5827459,121736.9567,19929168.08,1016352.393,179128.9303,26373.2508,18088.49189,1727883.344,9526.601771,150647.1577,194974.9489,882158.949,321181.1049,504692.9538,57470.07857,67617.30814,692139.4681,963878.5011,66447.36128,32688499.73,572591.058,20970.46458,52007.35687,10447884.31,35248728.15,7252.849732,6999828.87,6553.846304,1584.064941,17278.94649,6923.737392,2834494.746,4366.873568,20793.10402,82082.94298,6644.425482,108538.3472,2670214.6,28174.50481,3351771.253,21583.19116,191656.4177,21475.94501,25652.31197,17060818.76,708613.2545,15499231.52,117589.577,160909.6772,848448.3433,3611.376308,41740.59226,30511130.48,1750225.942,131340.7524,9038516.036,513905.7643,1186.343523,27248.04458,1054.214197,1378.210055,338311.2511,15625.00161,13673.88863,31347.08473,567605.5642,31076.8837,63588.98978,470866.2189,19064.10447,91476.25141,362165.6459,525244.6705,616427.9877,1189264.889,31620.35077,7307.519038,594698.1036,1211023.799,302051.4113,1049467.572,20355681.25,15201683.88,774972.2896,12524.12591,23044503.46,42899.87195,25858598.5,34497.18354
"HTP0345A",357586.4203,16885.37948,195840.868,24002.16037,5114.527565,2142.632558,2973.885962,41922.56557,66852.31867,37214431.56,1152662.969,36184.10286,3536.899757,558.1305146,452502.0813,3250329.435,196083.5006,282925.7512,1785829.608,3648.592587,10769472.91,752497.0539,92916.77413,88798.57621,65491.39523,79398.9705,583694.5394,32193.05376,210343.2349,1367709.788,58807.39275,26355.08546,244186.3529,15381.301,17765.63568,68583.14871,18612.51075,4501148.214,248964.1188,10601.01266,971272.6068,1087776.962,30504.44761,384777.7713,553423.3549,98105.52089,73429.86738,27734.57315,6802890.286,1834671.311,9086224.052,6822998.905,20297.32336,87613.31295,650138.0522,20496.19614,13442.04218,5808190.778,128395.2395,130267.9998,111919.6005,104351.1516,215052.2424,50962.35664,585415.7589,409870.0595,2443.693937,845903.242,42506.87403,17257.21856,240436.7333,9119.581124,332031.0304,67944.61866,64184.71452,48112.51775,39650.55866,222435.7432,7786161.382,2260.212116,2159548.982,979518.7701,146629.7571,89035.67117,59180.69383,854.2467294,151852.4781,57243858.26,6401454.97,214075.1109,81054.8486,37531.32977,1702172.4,20983.23107,477613.9334,246296.192,3537044.953,251272.8917,457674.4751,56494.3738,40951.27896,783812.7202,651489.9933,130267.9998,30311508.53,289920.259,20814.99172,223470.8993,11283199.83,34238739.1,33190.0464,37411040.68,10585.07335,3152.619383,140324.2429,49383.42176,3820689.842,11673.32601,6106.430439,97524.72668,5821.412792,153848.1825,2173291.481,39675.14071,3160942.212,16842.2181,200289.7385,64369.1054,180683.8867,45866208.8,3263143.892,36808618.95,111194.1331,514719.3301,922065.6796,9812.64051,68101.24579,35187094.54,1770498.717,77990.76285,5409936.613,487683.6674,1634.833541,27961.17281,906.1605917,1919.666783,374942.3762,10172.76361,66621.83166,27068.14609,620548.8924,48992.35672,197818.0904,1237573.004,23864.41394,109128.1884,784790.1037,118211.4668,24362.00064,83407.28059,23293.01634,8948.441208,1334367.466,914904.4661,379726.0521,991916.8475,19910578.82,12565690.59,863007.5515,20278.20325,16346982.63,41123.19927,26190280.16,97593.362
"HTP0346B",1086312.75,53777.49433,145689.1588,356.6265704,12576.03602,9912.209605,1856.237544,10896.94631,71764.49393,28604036.01,2046830.625,176610.4009,37661.2473,188.7785785,442449.6518,3171965.343,170204.8965,233650.6371,2544847.256,939.0695594,6594220.279,602128.1272,225522.3471,307923.6379,130789.1659,125041.1719,784318.9301,51838.11915,183634.1881,1227002.674,122208.8044,22461.36549,221797.39,25224.76728,30968.59953,77282.48801,38392.08702,11077964.07,692145.9512,10231.34912,370277.5903,2813901.033,34297.16411,423207.49,445601.9745,97723.22386,452941.5641,129748.9104,5710266.474,309803.8795,5990365.785,5489690.675,18957.37492,49462.49782,572547.2962,23208.64567,22602.57446,5049044.217,64152.25405,109391.0278,80818.44348,33990.17196,562222.6285,35641.30053,273969.409,668138.1141,613.7456316,5018171.38,49704.49292,23053.91867,219144.7046,6868.475029,17163.29036,292135.8366,33842.82519,42565.0565,122411.0956,1436138.979,8796180.313,4938.887697,1384913.601,1668444.745,123087.4736,162245.764,55643.51704,3573.867666,57659.36265,29020529.1,1730931.3,96505.40062,55095.08522,39811.68185,2198337.888,13640.99177,2260391.242,904782.5095,1337852.319,19358.1384,879808.666,89856.26273,102381.6015,615931.527,757767.5403,109391.0278,32164082.51,469014.7251,45224.99998,137987.7483,38096632.94,74593054.36,3506.773214,13703200.13,15753.12422,1235.805469,116251.3752,30504.89075,6532337.613,15340.258,11177.39526,68753.0075,502.688413,452890.3224,4771654.15,25223.6542,448224.6874,88069.37416,113950.4509,52369.41721,105476.6641,19827440.18,867436.8233,29258768.84,58524.46726,548302.0165,2850050.306,7978.437952,92669.10498,45866960.58,909789.4495,124522.3477,14943323.43,713644.4581,3577.255046,10720.7332,765.3481747,2733.294577,864321.0024,31849.79627,28119.46388,8355.007784,920537.2168,23976.18311,21681.41229,251153.3673,249859.3059,52134.02556,284295.1459,300248.3859,32668.51519,159507.1483,15614.18313,6302.290217,1279669.958,2299875.62,176983.5296,1261230.756,32247987.87,15915428.83,320857.1995,47195.47486,24122886.95,73592.2004,31455258.05,98235.20435
"HTP0347B",741783.4353,36052.10211,187248.2176,34373.89043,7222.421471,4070.245583,5362.728617,39211.73155,74344.33539,43328691.44,1545859.242,76323.76411,23288.43266,5798.369711,394496.1179,3363444.158,185520.9327,264467.4162,2125098.737,4327.838678,6033897.58,557888.0818,271916.8344,505480.9563,109100.4231,333270.0774,714835.8994,152433.9925,143433.6909,2221295.276,20184.57171,31873.19714,86775.1808,44397.85641,5254.469785,77555.8835,29212.86928,5510332.428,328766.9188,9632.540525,37145.36243,870525.6115,34853.42924,252148.3563,670074.3353,103757.8943,59578.43242,7501.641423,4434555.935,4398345.22,3136888.588,4218784.707,40858.62588,65330.57513,278364.6981,15354.10578,9081.942074,5658205.849,8963.022318,115793.2402,119217.651,199613.4727,331234.386,49449.06662,1427591.951,339612.0183,9999.094965,3530599.018,12979.37181,24383.61581,123643.103,12906.69041,308164.519,62117.72899,90164.35636,58167.81847,59202.96846,458522.7746,7723996.221,6189.998625,1956257.086,185237.9662,24154.65582,75325.52288,93269.17791,1522.705277,114113.7166,73849699.52,24613249.12,196200.9646,40368.3858,25331.2239,1879565.249,32498.00155,369163.5783,384702.5635,4732116.579,392331.8442,640443.6266,66581.44704,132564.2904,904585.3813,906619.666,115793.2402,27854412.1,246367.3357,14464.78482,149412.6949,15600838.96,36203640.29,160222.9823,72646841.29,8744.918865,2381.629387,57937.77248,17876.06099,3090276.304,8609.293445,12659.02195,154333.8733,6829.220629,112251.6533,3616196.763,50386.53146,4125357.722,22207.76242,168754.2907,40323.06401,128011.4858,39112803.54,4975926.973,147664051,112158.3807,524728.0596,1085012.168,6064.820705,36089.01237,37971042.54,2656825.043,89151.50152,8260658.387,385036.6318,2450.653109,30208.12627,1497.211429,3972.356606,362679.1247,12594.93463,181289.3181,45478.99723,771552.8018,7320.570175,108907.9671,188055.1807,138604.9737,118547.1961,244839.9677,14451.83267,6424.730092,12330.86475,7127.975467,1066.568499,719636.4002,1495568.442,311647.0731,1319342.867,25296481.74,17503501.07,799079.1954,31517.88955,16488715.76,107396.9513,21470453.82,86222.57634
"HTP0348A",564678.1697,26111.50192,161402.9198,39300.70739,7514.868944,5045.591802,1106.647122,20290.18674,88006.05059,30487374.84,1317749.82,32697.05362,13840.5701,270.0077176,329257.17,3787397.888,206652.168,221422.2083,1680399.02,4185.392114,4695244.588,555908.249,123033.5415,137927.8493,73953.20526,150468.9432,916965.6992,56452.8837,242343.435,1424828.518,233179.1435,50394.7858,192119.3508,23200.71143,11248.18745,66738.08333,34777.46077,4931595.179,203507.1294,12175.50445,105042.26,951414.3277,53383.98514,332078.7179,615921.336,182398.7821,198249.6571,51256.96815,5051882.519,709334.7163,4592177.062,5548646.807,13982.23509,48906.92442,563503.3564,14053.65076,11875.48437,4987567.421,58113.79737,101721.269,80391.25128,75830.95745,141094.5821,50064.78766,698472.446,279402.753,1897.472567,1839934.158,46772.26317,15677.59283,169682.3116,5471.876464,177464.2113,73038.87823,56922.33439,37501.39535,46129.65873,520329.5556,7456754.391,1534.630644,1914946.829,1230300.141,141313.2771,108857.1578,41570.59769,945.6619705,71678.14225,54889045.97,4780310.957,162236.083,51359.28227,32097.14874,1797946.169,23829.2459,862841.671,194424.8015,2550172.54,67739.12579,552756.1299,57051.44244,74826.03418,856942.0787,884454.565,101721.269,24296779.74,398372.3284,28792.87351,171807.215,34049531.87,39752493.85,30262.81532,68121014.88,13035.56335,1274.697452,112560.4824,34979.53643,3675191.653,11299.19822,14268.39676,114235.1311,2362.446996,98726.8777,2657256.724,29823.55804,163964.4839,20867.93108,178729.8627,120664.4762,184297.9984,32687862.31,5582356.083,81689068.22,107150.112,507565.8288,832672.7313,6736.256842,45244.95737,31592580.61,1328200.885,100628.3904,6750144.884,485935.7568,3156.890621,24020.20981,1609.576572,1833.566239,554193.6116,15814.0276,150895.5394,23699.43907,639558.5982,95996.08781,70943.25327,549502.6211,103303.9029,111876.7332,411121.7884,113107.462,36239.94626,17002.25584,16191.12432,2272.648807,1254865.194,1128342.711,186761.5277,1344385.865,20615271.55,15059932.59,482596.084,92576.38795,19952929.68,33410.77244,18922109.46,144500.2089
"HTP0349B",352051.2529,28713.03903,168899.646,3295.520823,1576.873585,954.4987783,1354.012211,35480.97986,71516.6616,24685344.36,1705066.216,24755.00643,16374.27438,1276.806399,373090.7487,3034639.69,197842.3006,237900.3128,1370184.775,784.74053,5146487.343,481763.3193,324424.0104,415864.4805,90420.67632,385592.6109,807597.2725,100381.2985,183180.695,1565910.143,10118.1334,25891.02222,467658.0141,32177.70943,669.3492835,61833.44177,7638.682378,6492445.873,573087.3617,9316.883194,107022.045,2747408.772,20481.64858,277954.7066,458884.4634,269283.5508,143861.8356,13315.03479,5784211.124,1649501.316,7875442.209,3408936.62,40764.45991,66608.65387,218812.1333,9081.230184,12921.492,5050489.656,14851.08495,106344.1134,126962.2354,80785.37515,277398.125,130052.2263,194537.5313,640493.0268,11994.80837,419696.7165,8604.545789,15825.80597,130484.1313,7715.592437,210885.0865,26304.28787,42582.22249,50566.79149,73379.68925,801695.3245,7742098.208,1821.164032,2041655.553,1349146.414,345528.3201,76437.49173,21166.76397,5449.998107,126885.2344,24681668.23,1321401.611,176042.0508,26301.07125,25317.29865,1509271.284,9295.750026,2059603.383,46722.69041,892876.4077,370008.1409,654421.541,86925.6607,87346.85999,777935.228,744000.6632,106344.1134,31192310.3,636822.5108,26075.14022,64093.94061,13340685.57,39413193.15,6967.327386,11630971.83,6825.970101,253.113914,42332.18156,17972.22749,4770131.989,11232.13223,6621.09614,86598.33096,6234.703449,91735.26901,4362249.963,27670.65982,2898933.516,4486.097777,142169.7572,11880.56654,35666.86322,17876358.17,698807.77,29799576.69,73885.80051,856908.8522,2115042.676,14626.56586,36125.94961,37996173.17,2036842.509,80180.42544,11741249.75,855454.9547,144189.7792,49384.79584,553.872693,14713.00129,416724.863,12543.78065,25524.7912,27583.62562,970755.5208,17317.50424,47226.13952,546038.5266,2999.631305,67594.74277,292062.8986,488563.0957,157739.468,459819.4761,31245.76501,23799.58979,371215.1038,2296709.699,277022.7793,713763.6973,29717036.56,19712100.2,613025.96,19261.9112,16201855.8,34544.60958,30700335.86,83146.17741
"HTP0351A",475596.9604,28922.63732,135629.791,22405.36448,7334.196087,4007.903661,2334.195868,27911.16838,59089.47694,23993674.77,1326004.446,101175.7197,40854.01145,499.6804586,471342.7167,2654219.874,222258.1356,224044.4731,1825674.622,6448.217838,3800032.799,588845.7057,318046.5636,364658.6682,79762.78841,418220.1783,451538.7294,93236.60734,183038.0333,1473008.194,129600.0432,31468.05798,161029.1554,37775.23818,13437.83958,44101.98314,14543.78192,6295177.829,250593.2257,7179.388052,56736.22388,1591123.997,16242.42279,310560.7563,402019.9162,24990.69284,81068.24672,7461.031989,5673178.302,1868447.071,2233350.845,6947359.152,21452.6957,34961.20057,307222.0126,13938.77003,4647.807425,3691453.875,143764.8059,82542.64804,116278.6629,108800.2968,76269.08203,126799.33,612043.1609,309076.6247,4625.077179,1163046.079,30732.22164,42421.9452,138348.4384,10623.689,227350.9614,109819.47,56978.24153,42847.72462,98593.84193,306857.7006,6259602.059,1956.570845,1330319.815,153489.4907,12725.71656,152223.46,81414.74313,2268.000458,65007.95125,36991841.88,10415852.82,167387.104,55592.48237,20698.74343,1477584.933,24691.76981,247191.3031,130939.399,2780582.612,177528.152,567799.8753,72355.56261,80328.20177,904394.084,732088.8461,82542.64804,18677873.04,373872.1967,50468.37204,321958.236,11269376.63,35424534.09,78358.32959,48352844.75,3863.598918,1605.684858,75463.81402,28800.34787,3997836.289,13380.50862,15324.25975,126656.2251,6780.982605,111214.984,2542033.147,21420.46575,1881888.23,162851.1038,138716.5652,155539.2361,189457.1113,21006102.35,2786864.039,78420022.89,75466.07197,176313.4346,1098881.252,5282.910235,48662.70876,27940104.05,1076672.316,123696.7638,12451731.61,418911.7752,373835.5928,49561.44015,1075.544829,5633.288779,376690.3404,14216.5863,110398.6829,19526.9671,485356.4784,60024.30921,95352.84338,218851.1886,34381.15226,83620.06272,309777.3041,19741.50059,7193.823248,8615.747615,15088.5046,1854.849303,639687.0534,1145682.651,224471.1443,903099.1779,19242338.08,12962816.37,523348.9518,44620.11475,16610386.18,34443.64965,19859049.92,104769.3241
"HTP0352B",238469.1754,32843.21582,176154.047,2826.612933,3741.340922,1062.609277,1571.834424,39959.84933,89757.63644,36880649.49,1189588.118,181247.1539,43309.61877,3032.438971,593982.5056,2258088.719,232701.3,249258.8411,1601330.351,2462.437623,7666381.01,699675.1087,122893.7016,222953.7923,61568.93309,138764.1714,384013.7106,57404.05937,155216.0632,1177583.411,7800.397914,26049.16703,338443.6366,23421.09006,18478.16127,64623.48761,1824.151268,4970358.16,454029.9949,15520.78652,199395.1515,1063561.041,36019.56354,367921.963,556644.927,123608.5031,64854.39818,14381.08318,5750097.988,1979707.503,1618187,7617920.021,30187.46314,33986.3136,145679.5434,26196.85851,6229.290402,4712272.823,114710.151,107542.4988,125985.3812,166759.3047,134696.1974,104520.2316,183206.6856,478530.9959,4393.193779,655858.5573,10457.9613,22048.37402,103906.8195,10685.61591,300738.7835,26898.89316,58215.64106,59209.45903,81989.05178,621109.9363,6467421.631,7241.597814,1650603.606,329242.1087,48578.69429,69265.13213,4415.798969,834.2266932,101203.6298,29742693.44,2242867.187,186619.0432,51332.77505,36842.46874,2021455.171,10185.76402,166487.2565,50269.25398,1181319.184,413050.5529,437536.7102,67751.99095,209658.0645,939738.3941,424423.7504,107542.4988,33854879.49,379479.8023,23868.16691,194172.8471,20370287.99,38749412.28,16056.76749,17735022.55,3073.508247,259.4231742,23830.79539,9488.072678,4004916.636,1710.713764,483.5641042,166432.224,5073.544359,149278.2398,4406801.722,25751.72582,2441549.648,19953.76513,147970.3485,34805.98126,73540.9647,30269718.9,1474923.792,28688723.94,99864.0362,301661.3785,2011933.662,11200.72288,358738.8847,27860856.47,1892428.249,38721.08142,14545433.72,534304.1675,74658.74931,17305.41701,1128.691749,3602.237357,528947.0333,22520.81662,40629.11395,27641.8811,503898.1305,5024.204482,76134.96026,186418.5759,7271.764164,144003.2838,1197788.821,38441.61632,9066.996841,21716.32534,6806.085363,2097.725899,599593.639,2469826.963,249326.4126,527335.3395,21457681.81,12397895.65,622870.4001,21337.81793,20454655.13,15372.7148,23027079.87,63915.20725
"HTP0354A",652002.2717,36623.23159,176058.3368,48669.55514,26021.65139,5527.35592,3330.986601,22662.5596,63814.03756,21054289.91,1699522.001,79704.24037,62957.45366,149.7234276,600221.097,2621899.268,456650.0638,272363.5529,2975306.023,5325.865037,6285919.624,475560.0611,158735.8134,90237.35883,104843.6,77829.11358,747275.7668,38074.66941,194369.9141,1431038.992,114592.5357,48666.96068,223327.051,19113.52412,21065.34258,53009.73183,4764.058622,11626999.36,492269.5968,9812.337922,46022.38075,2577556.78,51043.22836,688328.1697,618669.0313,15875.81527,343536.9344,112049.642,6710728.765,580929.0676,14027600.27,4915125.959,12317.86376,21723.70719,331471.6313,16326.96075,13749.24558,6418641.759,167215.3778,127766.3675,111470.0053,96952.04011,159953.7351,57441.64679,568781.65,433729.2942,1236.665873,1342475.071,31942.56632,61022.45945,164298.3013,25818.12482,136248.6775,64125.84466,50936.21663,35897.24805,120893.9366,532210.1918,12885047.35,2420.282366,2064954.144,2280497.896,257064.1204,99958.54348,111230.241,1651.727877,50772.69985,62536838.72,5551235.559,117142.6726,39492.23779,16423.82897,2732249.041,19733.02831,579689.0693,195900.6381,2025700.766,31224.10801,675895.7194,73181.28659,140497.2239,1751826.845,848094.9481,127766.3675,25770151.78,644827.1689,87219.95085,132818.6134,19466933.84,47921743.26,37542.32863,55262156.87,6669.803366,1429.004239,97371.05175,25398.69209,4336078.887,10423.66045,8767.783726,99058.26509,15612.54205,149016.1531,3071487.058,21512.52174,825259.5245,57773.65507,185676.164,98793.43004,126079.7182,42506025.04,6123962.154,86218984.76,72078.66586,1402027.91,1524496.159,12548.41248,98569.90813,37185784.26,1067476.043,205024.4209,14781741.13,533302.6336,2962.845044,24691.74287,1235.531095,4232.627747,466773.7355,30682.45039,115640.6537,15286.79291,1446790.515,67680.50798,264763.8638,473773.7129,210428.8901,67475.20597,285954.0576,229290.0433,36837.5329,35323.25643,19131.26665,5348.364191,1249772.61,2662806.043,162914.7465,1108495.369,26133449.73,14338021.92,357752.1086,102136.2543,24634157.97,50268.53408,21302089.23,74172.89885
"HTP0355B",297734.7128,43049.10141,164346.1675,14719.524,1988.736535,1020.221473,552.868123,32960.98537,116800.7977,31805963.1,1369099.227,56957.22737,38449.23725,344.2445837,530102.7033,3076802.244,241554.5566,366019.7014,4738140.679,1306.183421,4465193.466,665941.2781,190153.6215,146159.8982,59179.67148,271486.0633,192977.1562,43694.26785,105489.7976,1242857.25,190336.7653,39157.86808,159272.4456,8428.589282,12104.69515,65402.28552,2533.953502,13492334.96,546884.7016,75058.13182,32399.78313,2352701.077,87976.82977,791129.3918,779106.5585,79603.70878,154474.9858,79143.68275,5977034.717,1306721.152,10131763.1,5815907.331,14382.88847,17642.86876,429819.3086,14429.94159,21403.05017,6221698.926,174002.9488,116308.0135,161126.5733,83739.78448,265995.5519,44352.51204,268941.0814,400925.1677,5742.911846,581408.4981,38305.67956,14125.93227,279959.6713,6822.599852,245526.3905,30145.52534,80417.26721,40619.32625,118978.9238,732802.6381,16926973.62,1643.798469,2742721.088,233659.0511,54928.58476,105709.7873,46478.89812,1271.753488,120409.3294,73042442.88,1423669.491,232177.3372,25602.42158,43825.88367,2969401.842,12801.84279,2448848.85,75132.77245,1081021.499,128249.4612,601047.1645,61705.95201,101285.6042,969265.9848,1163681.418,116308.0135,37267861.49,767627.1039,46045.04419,67722.15488,29270440.04,37705530.46,3904.027704,25648587.73,1888.329562,569.1098575,20375.28034,7689.048452,6231275.496,1979.389151,5830.372499,169076.5145,27873.07771,159586.1359,3135667.117,15153.18288,1839837.216,34519.56918,250268.4152,59394.71619,69794.79178,82197051.71,2769155.148,50261906.46,132318.3085,452383.6936,1881808.481,6712.09922,88147.98117,39273599.19,1957110,172928.1642,17965875.62,406865.2075,1401.573643,17548.82368,646.4352311,1243.192023,601752.1753,10799.09196,41635.70193,23610.45824,2037356.809,37117.02344,223320.7663,300000.0753,28231.93863,123505.0474,535096.4594,9706.581436,5831.382133,12288.72717,4316.968443,1113.689766,2716391.126,3529024.988,369604.7581,1519432.584,25659716.27,14204609.09,525899.5151,126828.7065,22570424.99,22976.95139,30377774.41,110210.3439
"HTP0357A",504921.9438,30746.99116,139296.2254,69781.53662,15498.32274,8516.048032,4021.559334,26125.94579,52704.18894,21016540.15,795907.5332,69192.97098,10326.53307,367.8025748,328145.0502,1704261.587,135452.29,246625.9062,1930586.453,11256.44119,5409473.504,351045.1541,501871.5791,617816.5774,128029.1584,510659.3321,997325.533,112039.7794,328308.6804,2162497.738,29095.65154,60301.30834,99060.04046,11450.08545,5213.754336,31552.2005,17440.89126,6777754.109,186520.1607,21741.93645,390677.3483,1957706.532,47248.05984,779567.767,517607.7661,51985.09649,128036.5198,20959.70241,5314803.202,770757.4798,6425150.208,3304437.337,2482.863273,12705.1369,498782.5837,25298.7631,10526.6813,4676515.204,131901.7058,96482.51807,135391.7735,107559.8745,991130.9902,86033.75302,1705764.379,299621.0158,4297.224642,5656451.783,9551.900264,31048.40162,128654.5285,6295.649844,170315.0221,111738.1707,51658.37299,37690.1099,39490.06904,629742.5746,11145171.06,1204.194808,1607529.127,3866061.454,458020.4175,67494.58087,17699.13839,32382.15386,54031.8359,98103995.91,17013508.16,140358.4701,20034.00975,13422.89423,2157919.92,39691.19435,679846.1132,973303.7165,4964751.884,106116.7315,1824794.613,36948.74239,28533.80744,602440.771,967208.7647,96482.51807,29517239.24,474222.4369,33625.793,86200.20376,9906040.682,21770312.22,98823.80746,131117800.9,10756.96027,1066.716124,67441.26736,26147.46092,2594179.342,5381.994157,6930.708751,94887.42718,26222.48696,152346.8955,1320276.957,26476.20568,160769.0178,29590.16727,186551.0921,43748.13684,59813.30548,47302606.84,12161943.21,166563853.2,69966.34685,301609.2727,708851.6451,10069.73507,29702.56919,23330441.51,1306042.406,122480.971,7513490.07,652478.1206,181674.4559,32414.60622,552.9682477,348.473693,260939.9554,11733.93968,285804.874,14201.28434,975355.5823,8968.851328,83965.85874,99772.53847,162501.8689,79956.41124,386839.1546,341647.9555,46201.48328,239900.5746,32998.55872,3677.913815,915691.0963,1661247.851,174418.6743,893248.2595,13208220.44,5548910.134,398837.5429,70780.64163,14738131.4,74362.46214,13480688.47,62104.21353
